id_contrato,id_cliente,data_referencia,inadimplente_30d,n_parcelas,valor_parcela,renda_declarada_tratada,canal_venda,tenure_dias,comprometimento_renda,qtd_contratos_parcelados,qtd_compras,ticket_medio_compras,qtd_compra_informatica,qtd_compra_moveis,qtd_compra_eletro,qtd_compra_cama_mesa_banho,dias_desde_ultima_compra,qtd_parcelas_vencidas,qtd_parcelas_pagas,qtd_parcelas_pendentes,qtd_atrasos_positivos,qtd_atrasos_pagos,payment_late_rate,payment_mean_delay,payment_max_delay,payment_sum_delay,payment_mean_delay_paid,payment_max_delay_paid,qtd_sac_telefone,qtd_sac_whatsapp,qtd_sac_loja,qtd_sac_site,score_bureau,tem_consulta_bureau,dias_desde_consulta_bureau
C00349,CLI02326,2025-08-17,1,10,76.86,1919.19,Loja física,293,0.040048145311303206,2,7,942.842857142857,1,0,6,0,41.0,9,9,0,5,5,0.5555555555555556,9.333333333333334,21,84,16.8,21.0,0,1,0,0,682,1,293
C00350,CLI01478,2026-01-31,1,24,87.2,1864.41,Loja física,293,0.04677082830493293,1,2,650.925,0,1,1,0,586.0,9,9,0,3,3,0.3333333333333333,0.4444444444444444,2,4,1.3333333333333333,2.0,0,0,0,0,875,1,295
C00351,CLI02259,2025-03-13,0,6,248.82,4426.79,Televendas,173,0.05620777131962438,1,4,837.2025,1,1,0,2,174.0,5,5,0,1,1,0.2,0.2,1,1,1.0,1.0,0,0,0,0,846,1,173
C00352,CLI00896,2026-01-22,0,12,192.82,2683.19,Loja física,323,0.07186222369642105,3,3,1503.2333333333333,1,1,0,1,167.0,10,10,0,0,0,0.0,0.0,0,0,,,0,0,1,0,663,1,326
C00354,CLI00168,2026-01-20,1,24,121.36,3143.81,Televendas,113,0.03860284177478919,3,2,874.3100000000001,2,0,0,0,75.0,3,3,0,2,2,0.6666666666666666,8.333333333333334,13,25,12.5,13.0,1,0,0,0,717,1,116
C00355,CLI00189,2026-01-13,1,12,98.45,1408.24,Loja física,293,0.06990995852979606,2,2,547.655,1,1,0,0,409.0,9,9,0,3,3,0.3333333333333333,3.6666666666666665,19,33,11.0,19.0,1,0,1,0,669,1,295
C00356,CLI02387,2026-02-05,0,24,424.44,4832.14,Televendas,173,0.08783685903140223,3,4,2193.6025,1,0,3,0,139.0,5,5,0,2,2,0.4,1.0,4,5,2.5,4.0,0,1,0,1,688,1,176
C00357,CLI01073,2026-01-14,0,12,115.65,4433.79,Loja física,263,0.026083779340022872,1,0,,0,0,0,0,,8,8,0,2,2,0.25,0.5,2,4,2.0,2.0,0,0,0,0,777,1,266
C00362,CLI02457,2025-08-09,1,6,828.09,2379.03,Site,173,0.3480788388544911,1,1,391.33,1,0,0,0,852.0,5,5,0,5,5,1.0,10.6,23,53,10.6,23.0,0,0,0,0,711,1,173
C00363,CLI01944,2025-11-26,0,10,284.86,3384.1,Site,293,0.08417599952720074,1,2,1007.5,1,1,0,0,473.0,9,9,0,5,5,0.5555555555555556,3.6666666666666665,13,33,6.6,13.0,0,1,0,0,624,1,293
C00364,CLI00948,2026-01-11,1,12,166.82,3326.95,Loja física,83,0.050142021972076525,3,2,1687.005,0,0,0,2,425.0,2,2,0,2,2,1.0,7.5,10,15,7.5,10.0,0,0,0,0,804,1,84
C00365,CLI00480,2026-01-28,1,18,72.75,2981.37,Loja física,293,0.02440153352317894,3,7,1064.952857142857,2,0,2,3,429.0,9,9,0,3,3,0.3333333333333333,3.2222222222222223,26,29,9.666666666666666,26.0,0,0,0,0,596,1,294
C00366,CLI02089,2026-01-10,0,24,152.18,2867.21,Loja física,413,0.053075986760648855,2,7,865.2457142857141,1,1,4,1,54.0,13,13,0,9,9,0.6923076923076923,4.769230769230769,19,62,6.888888888888889,19.0,1,0,1,0,621,1,414
C00367,CLI01996,2026-01-12,1,12,39.89,2986.36,Loja física,83,0.013357398304290172,1,2,585.3299999999999,2,0,0,0,421.0,2,2,0,2,2,1.0,1.0,1,2,1.0,1.0,0,0,0,0,568,1,86
C00368,CLI01983,2025-06-26,0,12,196.69,7198.88,Loja física,353,0.02732230569199653,1,1,845.15,0,1,0,0,541.0,11,11,0,2,2,0.18181818181818182,0.6363636363636364,5,7,3.5,5.0,0,0,1,0,741,1,356
C00371,CLI01796,2025-10-22,0,6,147.93,1699.84,Loja física,173,0.08702583772590362,3,4,617.0875000000001,2,1,0,1,201.0,5,5,0,2,2,0.4,1.8,8,9,4.5,8.0,0,0,0,1,711,1,176
C00372,CLI02344,2026-01-11,1,18,75.43,2454.96,Loja física,413,0.03072555153648125,1,4,704.2574999999999,2,1,1,0,398.0,13,13,0,3,3,0.23076923076923078,2.6153846153846154,26,34,11.333333333333334,26.0,0,0,0,1,736,1,416
C00373,CLI02276,2026-01-09,1,24,121.82,1697.17,Site,533,0.07177831330980396,1,1,1279.75,1,0,0,0,187.0,17,17,0,4,4,0.23529411764705882,2.8823529411764706,24,49,12.25,24.0,1,0,0,0,769,1,534
C00375,CLI02272,2026-01-18,0,24,148.68,1468.03,Loja física,503,0.10127858422511803,2,2,508.625,1,1,0,0,760.0,16,16,0,2,2,0.125,0.1875,2,3,1.5,2.0,0,1,0,2,638,1,505
C00376,CLI01347,2026-01-31,0,18,79.11,3279.02,Televendas,383,0.024126110850193047,2,2,729.115,2,0,0,0,346.0,12,12,0,4,4,0.3333333333333333,1.75,16,21,5.25,16.0,0,0,0,0,789,1,385
C00377,CLI01405,2026-01-22,0,6,292.8,1515.99,Loja física,83,0.193141115706568,1,1,2346.92,0,0,0,1,121.0,2,2,0,2,2,1.0,8.5,12,17,8.5,12.0,0,0,1,0,659,1,85
C00378,CLI01517,2026-01-18,0,18,212.51,3625.61,Site,473,0.058613585024313145,2,3,624.0633333333334,1,1,1,0,419.0,15,15,0,7,7,0.4666666666666667,1.6666666666666667,18,25,3.5714285714285716,18.0,1,1,0,0,693,1,473
C00379,CLI00626,2026-01-28,1,24,193.44,1149.14,Loja física,113,0.16833458064291557,2,0,,0,0,0,0,,3,3,0,1,1,0.3333333333333333,7.0,21,21,21.0,21.0,0,0,0,0,571,1,115
C00380,CLI00716,2026-01-19,0,18,65.82,2160.27,Site,443,0.030468413670513405,4,4,1103.4375,0,2,1,1,119.0,14,14,0,7,7,0.5,3.7857142857142856,24,53,7.571428571428571,24.0,0,1,1,1,838,1,444
C00381,CLI01998,2025-08-10,1,10,416.28,1740.95,Loja física,293,0.2391108302938051,2,8,980.855,5,1,1,1,213.0,9,9,0,9,9,1.0,11.777777777777779,24,106,11.777777777777779,24.0,1,0,2,1,404,1,294
C00382,CLI02316,2025-07-03,0,12,98.3,1628.47,Loja física,353,0.0603634085982548,2,2,648.8,1,1,0,0,154.0,11,11,0,4,4,0.36363636363636365,2.090909090909091,12,23,5.75,12.0,1,0,0,0,617,1,355
C00383,CLI02442,2026-01-19,0,24,66.81,1852.01,Site,203,0.036074319253135784,1,1,2022.68,0,0,0,1,551.0,6,6,0,2,2,0.3333333333333333,3.5,16,21,10.5,16.0,0,0,2,1,777,1,204
C00384,CLI02120,2026-01-26,1,12,310.98,3445.05,Site,203,0.09026864631863107,2,5,483.12000000000006,0,0,2,3,167.0,6,6,0,5,5,0.8333333333333334,5.166666666666667,14,31,6.2,14.0,0,1,0,0,727,1,204
C00385,CLI02453,2025-08-02,1,10,448.82,1914.73,Loja física,293,0.23440380628078109,1,3,1416.42,1,0,1,1,173.0,9,9,0,4,4,0.4444444444444444,5.222222222222222,15,47,11.75,15.0,1,1,1,0,703,1,295
C00386,CLI01978,2026-01-11,0,18,237.91,3940.27,Loja física,173,0.06037911107614453,1,1,1201.97,0,1,0,0,174.0,5,5,0,1,1,0.2,2.6,13,13,13.0,13.0,0,0,0,0,614,1,176
C00387,CLI01893,2026-01-23,0,12,120.28,4245.36,Loja física,113,0.028332108466655362,2,2,714.13,1,0,1,0,49.0,3,3,0,1,1,0.3333333333333333,6.0,18,18,18.0,18.0,0,0,0,1,759,1,114
C00388,CLI00476,2026-01-31,0,6,234.08,2273.23,Televendas,113,0.10297242250014298,2,1,402.43,0,1,0,0,128.0,3,3,0,2,2,0.6666666666666666,6.0,17,18,9.0,17.0,0,0,0,0,792,1,113
C00389,CLI01100,2026-01-27,0,12,401.81,4422.6,Loja física,293,0.09085379640935196,5,6,782.315,1,2,3,0,94.0,9,9,0,3,3,0.3333333333333333,4.111111111111111,19,37,12.333333333333334,19.0,1,1,1,0,638,1,295
C00390,CLI00733,2025-06-11,1,12,204.36,900.0,Loja física,353,0.2270666666666667,1,1,1610.17,1,0,0,0,659.0,11,11,0,1,1,0.09090909090909091,0.09090909090909091,1,1,1.0,1.0,0,0,0,0,693,1,354
C00391,CLI01846,2026-01-19,0,18,169.88,1901.47,Loja física,473,0.08934140428195028,1,1,791.9,0,0,1,0,510.0,15,15,0,7,7,0.4666666666666667,4.733333333333333,26,71,10.142857142857142,26.0,1,0,0,0,704,1,473
C00392,CLI00892,2025-07-10,0,10,498.04,1886.95,Televendas,293,0.26393916108004983,1,1,5350.56,0,1,0,0,593.0,9,9,0,2,2,0.2222222222222222,3.0,25,27,13.5,25.0,0,0,1,0,600,1,293
C00393,CLI00480,2026-01-30,1,12,42.63,2803.1,Loja física,143,0.01520816239163783,3,7,1064.952857142857,2,0,2,3,431.0,4,4,0,3,3,0.75,8.75,15,35,11.666666666666666,15.0,0,1,0,0,588,1,145
C00394,CLI01596,2025-10-27,0,12,207.21,2220.27,Loja física,353,0.09332648731910984,2,1,525.4,0,1,0,0,982.0,11,11,0,4,4,0.36363636363636365,5.545454545454546,22,61,15.25,22.0,0,1,0,2,676,1,356
C00395,CLI01608,2025-11-30,0,18,21.45,4645.43,Loja física,533,0.004617441227184566,1,1,653.84,0,0,1,0,132.0,17,17,0,3,3,0.17647058823529413,3.0,26,51,17.0,26.0,2,2,0,0,715,1,533
C00396,CLI00128,2026-01-17,0,10,94.99,2148.19,Site,173,0.044218621257896176,2,3,464.97666666666663,0,0,1,2,121.0,5,5,0,2,2,0.4,1.4,6,7,3.5,6.0,0,0,0,0,758,1,173
C00397,CLI01803,2026-01-12,1,12,220.07,2241.62,Loja física,263,0.09817453448845032,2,3,649.9166666666666,1,1,1,0,87.0,8,8,0,6,6,0.75,11.75,26,94,15.666666666666666,26.0,0,0,1,0,654,1,264
C00398,CLI00180,2026-01-16,1,10,201.2,1765.98,Loja física,203,0.11393107509711321,1,0,,0,0,0,0,,6,6,0,4,4,0.6666666666666666,11.0,22,66,16.5,22.0,1,0,1,0,562,1,205
C00399,CLI01710,2025-04-18,0,6,285.85,4457.2,Loja física,173,0.06413219061294087,1,0,,0,0,0,0,,5,5,0,2,2,0.4,0.6,2,3,1.5,2.0,0,1,1,0,685,1,173
C00400,CLI02245,2025-07-24,1,6,1073.39,2041.91,Loja física,173,0.525679388415748,2,4,1066.155,2,1,0,1,158.0,5,4,1,5,4,1.0,15.0,26,75,13.0,26.0,0,1,3,1,384,1,175
C00401,CLI01110,2025-12-12,1,12,221.39,2523.37,Loja física,353,0.08773584531796763,1,0,,0,0,0,0,,11,10,1,9,8,0.8181818181818182,10.454545454545455,23,115,11.5,23.0,0,1,0,0,662,1,356
C00402,CLI02752,2026-01-08,0,18,164.2,3228.28,Loja física,533,0.05086299825293964,2,3,756.9899999999999,1,0,1,1,92.0,17,17,0,4,4,0.23529411764705882,3.1176470588235294,19,53,13.25,19.0,0,0,1,0,679,1,536
C00403,CLI00429,2025-06-17,0,12,348.68,2833.57,Loja física,353,0.12305325084610579,2,0,,0,0,0,0,,11,11,0,5,5,0.45454545454545453,2.090909090909091,17,23,4.6,17.0,0,1,0,1,649,1,356
C00404,CLI01664,2026-01-22,0,18,86.19,2585.92,Loja física,443,0.03333049746318525,2,3,494.4866666666667,0,1,1,1,461.0,14,14,0,5,5,0.35714285714285715,3.2857142857142856,22,46,9.2,22.0,0,0,0,0,647,1,443
C00405,CLI01410,2026-01-16,0,12,102.04,3080.69,Loja física,203,0.03312244984078242,2,4,1337.9675,0,1,3,0,315.0,6,6,0,3,3,0.5,0.8333333333333334,2,5,1.6666666666666667,2.0,0,1,0,0,733,1,206
C00407,CLI01610,2026-01-19,0,18,111.44,4979.45,Loja física,443,0.022379981724889295,2,4,741.23,0,0,3,1,53.0,14,14,0,1,1,0.07142857142857142,0.5714285714285714,8,8,8.0,8.0,0,1,0,0,881,1,445
C00408,CLI02645,2025-12-07,0,12,232.09,2844.56,Loja física,353,0.08159082599769385,1,1,483.26,0,0,1,0,99.0,11,11,0,3,3,0.2727272727272727,0.36363636363636365,2,4,1.3333333333333333,2.0,0,0,0,1,643,1,353
C00409,CLI02267,2025-06-14,1,12,335.86,3736.42,Loja física,353,0.08988818173545801,1,1,534.19,0,0,1,0,205.0,11,11,0,7,7,0.6363636363636364,6.363636363636363,16,70,10.0,16.0,1,2,0,1,701,1,356
C00410,CLI00204,2026-01-10,0,10,210.21,2249.53,Loja física,263,0.09344618653674322,1,2,826.595,0,0,0,2,382.0,8,8,0,3,3,0.375,0.875,3,7,2.3333333333333335,3.0,0,0,0,0,608,1,266
C00411,CLI01860,2025-12-24,1,6,1888.65,2482.65,Site,173,0.7607395323545405,2,3,1226.04,1,0,0,2,54.0,5,5,0,5,5,1.0,17.0,26,85,17.0,26.0,1,0,1,0,338,1,175
C00412,CLI02517,2026-01-02,0,12,107.22,2249.86,Televendas,353,0.047656298614135985,2,1,610.56,1,0,0,0,46.0,11,11,0,4,4,0.36363636363636365,1.9090909090909092,13,21,5.25,13.0,0,0,0,0,904,1,353
C00413,CLI02603,2025-12-22,0,10,99.87,4364.0,Loja física,293,0.022884967919340055,1,2,1589.335,0,0,1,1,351.0,9,9,0,3,3,0.3333333333333333,0.4444444444444444,2,4,1.3333333333333333,2.0,0,1,0,1,723,1,295
C00414,CLI02525,2026-01-27,1,12,168.2,3030.69,Loja física,203,0.05549891278883686,4,4,1056.8375,0,1,1,2,169.0,6,6,0,3,3,0.5,4.333333333333333,23,26,8.666666666666666,23.0,0,0,1,0,579,1,203
C00415,CLI00388,2026-01-12,1,6,1379.91,2278.99,Site,173,0.605491906502442,2,2,830.74,0,1,1,0,42.0,5,5,0,5,5,1.0,12.8,22,64,12.8,22.0,0,1,0,0,206,1,175
C00416,CLI00909,2025-12-15,1,18,62.03,1840.66,Loja física,533,0.03369986852542023,3,1,371.72,0,0,1,0,506.0,17,17,0,11,11,0.6470588235294118,7.235294117647059,19,123,11.181818181818182,19.0,0,1,0,0,634,1,533
C00417,CLI01683,2026-01-30,0,10,222.92,1650.06,Loja física,233,0.13509811764420687,3,4,404.6675,3,0,1,0,77.0,7,7,0,2,2,0.2857142857142857,0.42857142857142855,2,3,1.5,2.0,0,0,0,0,687,1,235
C00418,CLI01294,2026-01-13,0,10,446.45,2940.46,Loja física,293,0.1518299857845371,1,2,1042.03,1,0,0,1,464.0,9,9,0,2,2,0.2222222222222222,0.6666666666666666,4,6,3.0,4.0,0,2,1,0,889,1,293
C00420,CLI01361,2026-01-24,1,18,326.16,1964.09,Televendas,383,0.1660616366867099,2,0,,0,0,0,0,,12,12,0,4,4,0.3333333333333333,5.916666666666667,21,71,17.75,21.0,0,0,0,0,496,1,383
C00421,CLI02095,2026-01-26,0,18,83.95,2550.01,Televendas,473,0.03292143952376657,4,6,1460.0833333333333,1,2,0,3,189.0,15,14,1,7,6,0.4666666666666667,7.866666666666666,25,118,15.833333333333334,25.0,0,0,0,0,584,1,474
C00422,CLI01453,2026-01-25,0,6,353.49,2608.74,Site,173,0.13550219646266015,3,0,,0,0,0,0,,5,5,0,1,1,0.2,0.4,2,2,2.0,2.0,0,1,0,0,597,1,176
C00423,CLI02212,2025-10-03,0,6,174.74,4223.28,Loja física,173,0.041375423841185054,1,0,,0,0,0,0,,5,5,0,2,2,0.4,0.6,2,3,1.5,2.0,0,1,0,1,938,1,173
C00424,CLI02196,2026-01-30,1,12,291.76,1862.97,Loja física,173,0.15661014401734863,2,2,1001.87,1,0,1,0,332.0,5,5,0,3,3,0.6,9.4,21,47,15.666666666666666,21.0,0,0,0,0,683,1,174
C00425,CLI02097,2025-10-20,0,6,98.1,2100.03,Loja física,173,0.046713618376880324,2,2,706.655,1,0,1,0,161.0,5,5,0,2,2,0.4,0.6,2,3,1.5,2.0,1,0,0,0,770,1,174
C00427,CLI02174,2026-02-03,1,10,256.79,1548.48,Site,203,0.1658335916511676,3,6,905.0733333333333,3,1,1,1,52.0,6,6,0,3,3,0.5,8.5,26,51,17.0,26.0,0,1,0,0,682,1,206
C00428,CLI00426,2026-01-18,0,12,121.37,2545.7,Site,263,0.047676474054287626,3,1,316.84,0,0,0,1,731.0,8,8,0,3,3,0.375,3.0,18,24,8.0,18.0,0,0,1,0,776,1,266
C00429,CLI02698,2026-02-04,1,10,453.87,2786.5,Loja física,113,0.16288175130091512,5,2,798.675,2,0,0,0,117.0,3,3,0,3,3,1.0,11.666666666666666,16,35,11.666666666666666,16.0,0,0,0,0,492,1,114
C00430,CLI00082,2025-01-29,1,6,469.73,2488.45,Loja física,173,0.18876409009624467,1,0,,0,0,0,0,,5,5,0,2,2,0.4,6.0,17,30,15.0,17.0,0,0,0,0,752,1,175
C00431,CLI00071,2025-11-20,0,12,93.99,4746.34,Loja física,353,0.019802626866174778,2,2,455.875,1,1,0,0,167.0,11,11,0,3,3,0.2727272727272727,1.4545454545454546,13,16,5.333333333333333,13.0,0,0,0,0,858,1,354
C00432,CLI00156,2026-01-22,0,18,176.93,3142.79,Loja física,203,0.056297111801933954,3,7,1233.6757142857143,1,3,2,1,153.0,6,6,0,3,3,0.5,0.8333333333333334,2,5,1.6666666666666667,2.0,0,0,0,0,891,1,203
C00433,CLI02579,2025-04-15,0,10,242.15,3623.87,Loja física,293,0.06682082966552333,1,2,1042.395,2,0,0,0,67.0,9,9,0,2,2,0.2222222222222222,1.3333333333333333,10,12,6.0,10.0,0,0,0,0,695,1,296
C00435,CLI02460,2025-07-26,0,12,94.81,2737.07,Televendas,353,0.034639231002495365,2,2,1965.54,1,1,0,0,84.0,11,11,0,5,5,0.45454545454545453,4.181818181818182,23,46,9.2,23.0,0,0,1,0,635,1,353
C00436,CLI01260,2025-09-25,1,6,239.92,1715.12,Televendas,173,0.13988525584215683,4,3,506.54333333333335,1,1,0,1,311.0,5,5,0,1,1,0.2,0.4,2,2,2.0,2.0,0,0,0,0,755,1,176
C00437,CLI02247,2026-01-22,0,24,34.63,1670.47,Loja física,413,0.02073069255957904,2,1,836.42,1,0,0,0,590.0,13,13,0,7,7,0.5384615384615384,6.230769230769231,26,81,11.571428571428571,26.0,0,0,0,0,669,1,416
C00438,CLI01237,2025-10-13,0,12,133.68,3484.04,Loja física,353,0.0383692494919691,2,1,517.02,0,1,0,0,348.0,11,11,0,6,6,0.5454545454545454,2.8181818181818183,20,31,5.166666666666667,20.0,1,1,1,0,772,1,355
C00439,CLI00898,2025-08-08,1,12,155.54,3035.13,Loja física,353,0.05124656933969879,2,3,808.2233333333334,0,0,2,1,386.0,11,11,0,6,6,0.5454545454545454,2.909090909090909,19,32,5.333333333333333,19.0,0,0,0,0,688,1,355
C00440,CLI02464,2026-01-22,0,10,441.26,3729.69,Loja física,293,0.11831010083947996,2,5,1093.17,2,0,1,2,83.0,9,9,0,1,1,0.1111111111111111,0.2222222222222222,2,2,2.0,2.0,1,0,0,1,894,1,295
C00441,CLI01845,2025-10-17,1,12,316.46,1525.67,Loja física,353,0.20742362371941506,2,1,842.25,0,1,0,0,650.0,11,11,0,10,10,0.9090909090909091,11.272727272727273,26,124,12.4,26.0,0,0,0,0,495,1,354
C00442,CLI00479,2026-01-09,1,12,135.88,2791.84,Loja física,113,0.0486704109118001,3,3,671.0466666666666,1,0,2,0,193.0,3,3,0,0,0,0.0,0.0,0,0,,,2,0,0,0,537,1,114
C00443,CLI02193,2026-02-03,1,12,171.87,1613.94,Loja física,203,0.1064909476188706,2,4,619.5825,1,1,1,1,108.0,6,6,0,2,2,0.3333333333333333,4.0,17,24,12.0,17.0,0,0,1,1,751,1,204
C00444,CLI01505,2026-02-02,0,24,57.04,5550.77,Loja física,83,0.010276051791012777,1,0,,0,0,0,0,,2,2,0,1,1,0.5,1.0,2,2,2.0,2.0,0,0,1,0,711,1,83
C00445,CLI01089,2026-02-02,0,24,84.55,4290.22,Loja física,323,0.019707614061749746,2,3,1341.1466666666668,1,0,1,1,409.0,10,10,0,5,5,0.5,5.3,26,53,10.6,26.0,0,0,1,0,522,1,325
C00446,CLI01150,2025-06-10,1,12,412.89,3252.4,Loja física,353,0.126949329725741,1,1,720.29,1,0,0,0,249.0,11,11,0,8,8,0.7272727272727273,6.363636363636363,25,70,8.75,25.0,1,1,0,0,636,1,354
C00447,CLI01010,2026-01-08,0,18,59.3,4289.19,Loja física,263,0.013825454223291577,1,2,929.9,0,0,1,1,468.0,8,8,0,1,1,0.125,0.875,7,7,7.0,7.0,0,0,0,0,760,1,263
C00448,CLI02549,2026-01-26,0,10,168.28,4192.66,Loja física,203,0.04013681052124427,2,2,1161.8899999999999,0,0,1,1,497.0,6,6,0,2,2,0.3333333333333333,0.5,2,3,1.5,2.0,1,0,0,0,821,1,205
C00449,CLI00742,2026-01-21,0,18,97.72,3729.71,Loja física,233,0.02620042845154181,1,2,560.585,0,1,0,1,320.0,7,7,0,4,4,0.5714285714285714,1.7142857142857142,7,12,3.0,7.0,0,0,0,0,913,1,235
C00451,CLI00697,2025-03-30,1,6,321.4,4253.59,Loja física,173,0.07555970368559263,1,1,347.67,0,0,1,0,211.0,5,5,0,4,4,0.8,10.2,24,51,12.75,24.0,0,0,0,0,578,1,176
C00452,CLI01884,2026-01-16,0,12,147.92,1855.69,Loja física,353,0.07971158975906535,2,0,,0,0,0,0,,11,11,0,2,2,0.18181818181818182,0.2727272727272727,2,3,1.5,2.0,1,0,0,0,569,1,353
C00453,CLI02272,2025-10-24,0,6,232.25,3874.4,Loja física,173,0.05994476564113153,2,2,508.625,1,1,0,0,674.0,5,5,0,0,0,0.0,0.0,0,0,,,0,0,0,0,704,1,173
C00454,CLI02487,2025-09-07,1,12,126.87,2098.08,Loja física,353,0.06046957218027912,1,3,538.38,0,1,1,1,172.0,11,11,0,3,3,0.2727272727272727,0.8181818181818182,5,9,3.0,5.0,1,1,0,0,791,1,353
C00455,CLI00057,2026-01-23,1,24,22.7,3153.86,Televendas,323,0.007197529376700297,2,3,918.7533333333332,0,1,0,2,378.0,10,10,0,2,2,0.2,2.5,14,25,12.5,14.0,0,0,1,0,659,1,326
C00456,CLI00612,2026-01-18,1,18,89.8,3762.49,Loja física,263,0.023867173068898524,2,2,395.39500000000004,1,1,0,0,574.0,8,8,0,5,5,0.625,3.625,22,29,5.8,22.0,0,0,0,0,621,1,266
C00457,CLI00148,2026-01-24,1,12,248.17,2034.27,Loja física,293,0.12199462214946885,3,3,2392.7966666666666,1,1,1,0,282.0,9,9,0,9,9,1.0,9.0,26,81,9.0,26.0,2,1,1,0,575,1,293
C00461,CLI02144,2026-01-17,1,12,163.62,4144.73,Televendas,143,0.039476636596352484,1,0,,0,0,0,0,,4,3,1,3,2,0.75,15.0,23,60,18.5,21.0,0,1,0,0,525,1,146
C00463,CLI02387,2025-06-08,1,12,53.9,2969.07,Loja física,353,0.018153832681614107,2,2,1509.6399999999999,1,0,1,0,37.0,11,11,0,4,4,0.36363636363636365,4.636363636363637,25,51,12.75,25.0,0,0,0,1,743,1,353
C00464,CLI01749,2025-06-19,0,10,100.33,3036.31,Televendas,293,0.03304339807200187,1,0,,0,0,0,0,,9,9,0,2,2,0.2222222222222222,1.5555555555555556,13,14,7.0,13.0,0,0,0,0,824,1,293
C00465,CLI00039,2025-10-18,1,12,55.25,3676.86,Loja física,353,0.015026408402821972,1,1,2017.85,0,0,1,0,772.0,11,11,0,8,8,0.7272727272727273,8.272727272727273,24,91,11.375,24.0,0,0,0,0,651,1,355
C00466,CLI02688,2025-06-03,0,12,130.98,4244.66,Loja física,353,0.03085759519019191,3,2,2014.74,0,1,0,1,288.0,11,11,0,4,4,0.36363636363636365,3.727272727272727,25,41,10.25,25.0,0,0,0,1,684,1,353
C00467,CLI02593,2025-01-05,1,6,399.38,1058.93,Site,173,0.3771542972623308,2,0,,0,0,0,0,,5,4,1,5,4,1.0,18.4,23,92,17.25,21.0,2,3,0,0,427,1,174
C00468,CLI00321,2025-10-26,0,12,108.91,2828.96,Loja física,353,0.03849824670550308,2,3,1647.55,1,0,2,0,82.0,11,11,0,2,2,0.18181818181818182,0.2727272727272727,2,3,1.5,2.0,0,1,0,0,814,1,353
C00469,CLI00200,2025-07-21,0,12,42.76,1905.99,Loja física,353,0.022434535333343827,2,3,892.2033333333334,0,1,2,0,115.0,11,11,0,3,3,0.2727272727272727,2.5454545454545454,25,28,9.333333333333334,25.0,0,2,0,0,779,1,353
C00470,CLI00699,2025-06-09,1,12,119.92,4747.92,Loja física,353,0.025257375861429846,2,1,645.25,0,0,0,1,188.0,11,11,0,3,3,0.2727272727272727,2.6363636363636362,18,29,9.666666666666666,18.0,0,0,0,0,865,1,353
C00471,CLI02256,2026-01-27,0,12,344.86,2056.62,Loja física,203,0.16768289718081125,1,0,,0,0,0,0,,6,5,1,6,5,1.0,19.0,25,114,18.2,25.0,1,0,0,0,532,1,205
C00472,CLI01407,2025-08-15,0,10,162.86,3045.3,Televendas,293,0.053479131776836435,1,0,,0,0,0,0,,9,9,0,2,2,0.2222222222222222,0.3333333333333333,2,3,1.5,2.0,0,0,0,1,644,1,294
C00473,CLI01453,2026-01-17,0,18,57.79,1936.13,Site,203,0.0298482023417849,3,0,,0,0,0,0,,6,5,1,2,1,0.3333333333333333,4.5,23,27,4.0,4.0,0,0,0,0,648,1,205
C00474,CLI01481,2026-02-05,1,10,338.94,2933.61,Site,113,0.115536830048984,2,3,748.2233333333334,0,2,1,0,137.0,3,3,0,0,0,0.0,0.0,0,0,,,0,0,0,0,722,1,115
C00475,CLI00756,2025-09-19,0,10,259.07,3634.51,Loja física,293,0.07128058527834563,2,0,,0,0,0,0,,9,9,0,6,6,0.6666666666666666,6.0,23,54,9.0,23.0,0,0,0,0,734,1,294
C00476,CLI00766,2026-01-08,1,10,150.68,2133.45,Loja física,83,0.07062738756474256,1,1,2498.2,0,0,0,1,354.0,2,2,0,1,1,0.5,3.5,7,7,7.0,7.0,0,0,1,0,649,1,86
C00477,CLI01485,2026-01-03,1,10,260.92,3479.23,Loja física,293,0.07499360490683284,2,0,,0,0,0,0,,9,9,0,9,9,1.0,13.666666666666666,19,123,13.666666666666666,19.0,0,0,0,0,657,1,294
C00479,CLI01353,2026-01-25,1,18,184.52,2772.39,Site,353,0.06655629258509806,1,0,,0,0,0,0,,11,11,0,8,8,0.7272727272727273,11.0,24,121,15.125,24.0,0,0,0,0,479,1,353
C00480,CLI00991,2026-01-09,0,18,159.93,3821.81,Loja física,533,0.04184666427687405,1,2,856.605,1,1,0,0,124.0,17,17,0,7,7,0.4117647058823529,3.411764705882353,24,58,8.285714285714286,24.0,0,0,1,1,635,1,534
C00481,CLI00217,2026-01-09,1,18,44.65,1581.68,Loja física,383,0.028229477517576245,2,2,852.0550000000001,0,1,1,0,156.0,12,12,0,7,7,0.5833333333333334,8.416666666666666,23,101,14.428571428571429,23.0,0,1,0,1,614,1,386
C00482,CLI01133,2026-01-23,0,18,50.39,1953.78,Loja física,113,0.02579103071993776,2,6,1150.685,0,3,2,1,166.0,3,3,0,1,1,0.3333333333333333,0.6666666666666666,2,2,2.0,2.0,0,0,0,0,826,1,114
C00483,CLI02722,2026-01-23,1,12,141.15,3571.69,Site,263,0.03951910720135286,2,1,1159.62,0,1,0,0,726.0,8,8,0,8,8,1.0,15.375,25,123,15.375,25.0,0,1,1,0,437,1,266
